index,network_names,ROI1,ROI2
2958,Def and Lmb,32,78
2959,Def and Lmb,33,78
2960,Lmb and SoM,34,78
2961,Def and Lmb,35,78
2962,Def and Lmb,36,78
2963,Lmb and Lmb,37,78
2964,Lmb and Lmb,38,78
2965,Lmb and Vis,39,78
2966,Lmb and Vis,40,78
2967,InO and Lmb,41,78
2968,Lmb and Vis,42,78
2969,Lmb and Vis,43,78
2970,Lmb and SoM,44,78
2971,InO and Lmb,45,78
2972,Aud and Lmb,46,78
2973,Aud and Lmb,47,78
2974,Def and Lmb,48,78
2975,Def and Lmb,49,78
2976,Lmb and Lmb,50,78
2977,Lmb and Lmb,51,78
2978,Def and Lmb,52,78
2979,Def and Lmb,53,78
2980,Lmb and SoM,54,78
2981,Lmb and SoM,55,78
2982,DoA and Lmb,56,78
2983,DoA and Lmb,57,78
2984,Lmb and SoM,58,78
2985,DoA and Lmb,59,78
2986,Lmb and SoM,60,78
2987,Lmb and SoM,61,78
2988,DoA and Lmb,62,78
2989,InO and Lmb,63,78
2990,DoA and Lmb,64,78
2991,Def and Lmb,65,78
2992,Def and Lmb,66,78
2993,Def and Lmb,67,78
2994,Lmb and Lmb,68,78
2995,Lmb and Lmb,69,78
2996,Lmb and Lmb,70,78
2997,Def and Lmb,71,78
2998,Def and Lmb,72,78
2999,Def and Lmb,73,78
3000,Def and Lmb,74,78
3001,Lmb and SoM,75,78
3002,Def and Lmb,76,78
3003,Def and Lmb,77,78
3004,Lmb and Vis,1,79
3005,Lmb and Vis,2,79
3006,InO and Lmb,3,79
3007,InO and Lmb,4,79
3008,Aud and Lmb,5,79
3009,Aud and Lmb,6,79
3010,Def and Lmb,7,79
3011,Def and Lmb,8,79
3012,Lmb and Lmb,9,79
3013,Lmb and Lmb,10,79
3014,Def and Lmb,11,79
3015,Def and Lmb,12,79
3016,Lmb and SoM,13,79
3017,Lmb and SoM,14,79
3018,DoA and Lmb,15,79
3019,DoA and Lmb,16,79
3020,Lmb and SoM,17,79
3021,DoA and Lmb,18,79
3022,Lmb and SoM,19,79
3023,Lmb and SoM,20,79
3024,DoA and Lmb,21,79
3025,InO and Lmb,22,79
3026,DoA and Lmb,23,79
3027,Def and Lmb,24,79
3028,Def and Lmb,25,79
3029,Def and Lmb,26,79
3030,Lmb and Lmb,27,79
3031,Lmb and Lmb,28,79
3032,Lmb and Lmb,29,79
3033,Def and Lmb,30,79
3034,Def and Lmb,31,79
3035,Def and Lmb,32,79
3036,Def and Lmb,33,79
3037,Lmb and SoM,34,79
3038,Def and Lmb,35,79
3039,Def and Lmb,36,79
3040,Lmb and Lmb,37,79
3041,Lmb and Lmb,38,79
3042,Lmb and Vis,39,79
3043,Lmb and Vis,40,79
3044,InO and Lmb,41,79
3045,Lmb and Vis,42,79
3046,Lmb and Vis,43,79
3047,Lmb and SoM,44,79
3048,InO and Lmb,45,79
3049,Aud and Lmb,46,79
3050,Aud and Lmb,47,79
3051,Def and Lmb,48,79
3052,Def and Lmb,49,79
3053,Lmb and Lmb,50,79
3054,Lmb and Lmb,51,79
3055,Def and Lmb,52,79
3056,Def and Lmb,53,79
3057,Lmb and SoM,54,79
3058,Lmb and SoM,55,79
3059,DoA and Lmb,56,79
3060,DoA and Lmb,57,79
3061,Lmb and SoM,58,79
3062,DoA and Lmb,59,79
3063,Lmb and SoM,60,79
3064,Lmb and SoM,61,79
3065,DoA and Lmb,62,79
3066,InO and Lmb,63,79
3067,DoA and Lmb,64,79
3068,Def and Lmb,65,79
3069,Def and Lmb,66,79
3070,Def and Lmb,67,79
3071,Lmb and Lmb,68,79
3072,Lmb and Lmb,69,79
3073,Lmb and Lmb,70,79
3074,Def and Lmb,71,79
3075,Def and Lmb,72,79
3076,Def and Lmb,73,79
3077,Def and Lmb,74,79
3078,Lmb and SoM,75,79
3079,Def and Lmb,76,79
3080,Def and Lmb,77,79
3081,Lmb and Lmb,78,79
3082,Vis and Vis,1,80
3083,Vis and Vis,2,80
3084,InO and Vis,3,80
3085,InO and Vis,4,80
3086,Aud and Vis,5,80
3087,Aud and Vis,6,80
3088,Def and Vis,7,80
3089,Def and Vis,8,80
3090,Lmb and Vis,9,80
3091,Lmb and Vis,10,80
3092,Def and Vis,11,80
3093,Def and Vis,12,80
3094,SoM and Vis,13,80
3095,SoM and Vis,14,80
3096,DoA and Vis,15,80
3097,DoA and Vis,16,80
3098,SoM and Vis,17,80
3099,DoA and Vis,18,80
3100,SoM and Vis,19,80
3101,SoM and Vis,20,80
3102,DoA and Vis,21,80
3103,InO and Vis,22,80
3104,DoA and Vis,23,80
3105,Def and Vis,24,80
3106,Def and Vis,25,80
3107,Def and Vis,26,80
3108,Lmb and Vis,27,80
3109,Lmb and Vis,28,80
3110,Lmb and Vis,29,80
3111,Def and Vis,30,80
3112,Def and Vis,31,80
3113,Def and Vis,32,80
3114,Def and Vis,33,80
3115,SoM and Vis,34,80
3116,Def and Vis,35,80
3117,Def and Vis,36,80
3118,Lmb and Vis,37,80
3119,Lmb and Vis,38,80
3120,Vis and Vis,39,80
3121,Vis and Vis,40,80
3122,InO and Vis,41,80
3123,Vis and Vis,42,80
3124,Vis and Vis,43,80
3125,SoM and Vis,44,80
3126,InO and Vis,45,80
3127,Aud and Vis,46,80
3128,Aud and Vis,47,80
3129,Def and Vis,48,80
3130,Def and Vis,49,80
3131,Lmb and Vis,50,80
3132,Lmb and Vis,51,80
3133,Def and Vis,52,80
3134,Def and Vis,53,80
3135,SoM and Vis,54,80
3136,SoM and Vis,55,80
3137,DoA and Vis,56,80
3138,DoA and Vis,57,80
3139,SoM and Vis,58,80
3140,DoA and Vis,59,80
3141,SoM and Vis,60,80
3142,SoM and Vis,61,80
3143,DoA and Vis,62,80
3144,InO and Vis,63,80
3145,DoA and Vis,64,80
3146,Def and Vis,65,80
3147,Def and Vis,66,80
3148,Def and Vis,67,80
3149,Lmb and Vis,68,80
3150,Lmb and Vis,69,80
3151,Lmb and Vis,70,80
3152,Def and Vis,71,80
3153,Def and Vis,72,80
3154,Def and Vis,73,80
3155,Def and Vis,74,80
3156,SoM and Vis,75,80
3157,Def and Vis,76,80
3158,Def and Vis,77,80
3159,Lmb and Vis,78,80
3160,Lmb and Vis,79,80
3161,Vis and Vis,1,81
3162,Vis and Vis,2,81
3163,InO and Vis,3,81
3164,InO and Vis,4,81
3165,Aud and Vis,5,81
3166,Aud and Vis,6,81
3167,Def and Vis,7,81
3168,Def and Vis,8,81
3169,Lmb and Vis,9,81
3170,Lmb and Vis,10,81
3171,Def and Vis,11,81
3172,Def and Vis,12,81
3173,SoM and Vis,13,81
3174,SoM and Vis,14,81
3175,DoA and Vis,15,81
3176,DoA and Vis,16,81
3177,SoM and Vis,17,81
3178,DoA and Vis,18,81
3179,SoM and Vis,19,81
3180,SoM and Vis,20,81
3181,DoA and Vis,21,81
3182,InO and Vis,22,81
3183,DoA and Vis,23,81
3184,Def and Vis,24,81
3185,Def and Vis,25,81
3186,Def and Vis,26,81
3187,Lmb and Vis,27,81
3188,Lmb and Vis,28,81
3189,Lmb and Vis,29,81
3190,Def and Vis,30,81
3191,Def and Vis,31,81
3192,Def and Vis,32,81
3193,Def and Vis,33,81
3194,SoM and Vis,34,81
3195,Def and Vis,35,81
3196,Def and Vis,36,81
3197,Lmb and Vis,37,81
3198,Lmb and Vis,38,81
3199,Vis and Vis,39,81
3200,Vis and Vis,40,81
3201,InO and Vis,41,81
3202,Vis and Vis,42,81
3203,Vis and Vis,43,81
3204,SoM and Vis,44,81
3205,InO and Vis,45,81
3206,Aud and Vis,46,81
3207,Aud and Vis,47,81
3208,Def and Vis,48,81
3209,Def and Vis,49,81
3210,Lmb and Vis,50,81
3211,Lmb and Vis,51,81
3212,Def and Vis,52,81
3213,Def and Vis,53,81
3214,SoM and Vis,54,81
3215,SoM and Vis,55,81
3216,DoA and Vis,56,81
3217,DoA and Vis,57,81
3218,SoM and Vis,58,81
3219,DoA and Vis,59,81
3220,SoM and Vis,60,81
3221,SoM and Vis,61,81
3222,DoA and Vis,62,81
3223,InO and Vis,63,81
3224,DoA and Vis,64,81
3225,Def and Vis,65,81
3226,Def and Vis,66,81
3227,Def and Vis,67,81
3228,Lmb and Vis,68,81
3229,Lmb and Vis,69,81
3230,Lmb and Vis,70,81
3231,Def and Vis,71,81
3232,Def and Vis,72,81
3233,Def and Vis,73,81
3234,Def and Vis,74,81
3235,SoM and Vis,75,81
3236,Def and Vis,76,81
3237,Def and Vis,77,81
3238,Lmb and Vis,78,81
3239,Lmb and Vis,79,81
3240,Vis and Vis,80,81
3241,InO and Vis,1,82
3242,InO and Vis,2,82
3243,InO and InO,3,82
3244,InO and InO,4,82
3245,Aud and InO,5,82
3246,Aud and InO,6,82
3247,Def and InO,7,82
3248,Def and InO,8,82
3249,InO and Lmb,9,82
3250,InO and Lmb,10,82
3251,Def and InO,11,82
3252,Def and InO,12,82
3253,InO and SoM,13,82
3254,InO and SoM,14,82
3255,DoA and InO,15,82
3256,DoA and InO,16,82
3257,InO and SoM,17,82
3258,DoA and InO,18,82
3259,InO and SoM,19,82
3260,InO and SoM,20,82
3261,DoA and InO,21,82
3262,InO and InO,22,82
3263,DoA and InO,23,82
3264,Def and InO,24,82
3265,Def and InO,25,82
3266,Def and InO,26,82
3267,InO and Lmb,27,82
3268,InO and Lmb,28,82
3269,InO and Lmb,29,82
3270,Def and InO,30,82
3271,Def and InO,31,82
3272,Def and InO,32,82
3273,Def and InO,33,82
3274,InO and SoM,34,82
3275,Def and InO,35,82
3276,Def and InO,36,82
3277,InO and Lmb,37,82
3278,InO and Lmb,38,82
3279,InO and Vis,39,82
3280,InO and Vis,40,82
3281,InO and InO,41,82
3282,InO and Vis,42,82
3283,InO and Vis,43,82
3284,InO and SoM,44,82
3285,InO and InO,45,82
3286,Aud and InO,46,82
3287,Aud and InO,47,82
3288,Def and InO,48,82
3289,Def and InO,49,82
3290,InO and Lmb,50,82
3291,InO and Lmb,51,82
3292,Def and InO,52,82
3293,Def and InO,53,82
3294,InO and SoM,54,82
3295,InO and SoM,55,82
3296,DoA and InO,56,82
3297,DoA and InO,57,82
3298,InO and SoM,58,82
3299,DoA and InO,59,82
3300,InO and SoM,60,82
3301,InO and SoM,61,82
3302,DoA and InO,62,82
3303,InO and InO,63,82
3304,DoA and InO,64,82
3305,Def and InO,65,82
3306,Def and InO,66,82
3307,Def and InO,67,82
3308,InO and Lmb,68,82
3309,InO and Lmb,69,82
3310,InO and Lmb,70,82
3311,Def and InO,71,82
3312,Def and InO,72,82
3313,Def and InO,73,82
3314,Def and InO,74,82
3315,InO and SoM,75,82
3316,Def and InO,76,82
3317,Def and InO,77,82
3318,InO and Lmb,78,82
3319,InO and Lmb,79,82
3320,InO and Vis,80,82
3321,InO and Vis,81,82
